1,1,9.99000999000999E-4,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
414,2,0.41358641358641357,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
414,3,0.41358641358641357,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
415,1,0.4145854145854146,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
415,2,0.4145854145854146,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
415,3,0.4145854145854146,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
416,1,0.4155844155844156,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
416,2,0.4155844155844156,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
416,3,0.4155844155844156,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
417,1,0.4165834165834166,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
417,2,0.4165834165834166,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
417,3,0.4165834165834166,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
418,1,0.4175824175824176,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
418,2,0.4175824175824176,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
418,3,0.4175824175824176,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
419,1,0.41858141858141856,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
419,2,0.41858141858141856,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
419,3,0.41858141858141856,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
420,1,0.4195804195804196,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
420,2,0.4195804195804196,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
420,3,0.4195804195804196,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
421,1,0.4205794205794206,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
421,2,0.4205794205794206,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
421,3,0.4205794205794206,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
422,1,0.42157842157842157,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
422,2,0.42157842157842157,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
422,3,0.42157842157842157,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
423,1,0.4225774225774226,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
423,2,0.4225774225774226,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
423,3,0.4225774225774226,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
424,1,0.42357642357642356,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
424,2,0.42357642357642356,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
424,3,0.42357642357642356,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
425,1,0.4245754245754246,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
425,2,0.4245754245754246,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
425,3,0.4245754245754246,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
426,1,0.4255744255744256,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
426,2,0.4255744255744256,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
426,3,0.4255744255744256,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
427,1,0.42657342657342656,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
427,2,0.42657342657342656,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
427,3,0.42657342657342656,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
428,1,0.4275724275724276,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
428,2,0.4275724275724276,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
428,3,0.4275724275724276,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
429,1,0.42857142857142855,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
429,2,0.42857142857142855,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
429,3,0.42857142857142855,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
430,1,0.42957042957042957,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
430,2,0.42957042957042957,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
430,3,0.42957042957042957,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
431,1,0.4305694305694306,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
431,2,0.4305694305694306,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
431,3,0.4305694305694306,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
432,1,0.43156843156843155,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
432,2,0.43156843156843155,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
432,3,0.43156843156843155,SYAgent@16,(EndNegotiation)
ended-no-agreement
